frame,video_time,scoreboard_present
43776,730.33,1
43788,730.53,1
43800,730.73,1
43812,730.93,1
43824,731.13,1
43836,731.331,1
43848,731.531,1
43860,731.731,1
43872,731.931,1
43884,732.131,1
43896,732.332,1
43908,732.532,1
43920,732.732,1
43932,732.932,1
43944,733.132,1
43956,733.333,1
43968,733.533,1
43980,733.733,1
43992,733.933,1
44004,734.133,1
44016,734.334,1
44028,734.534,1
44040,734.734,1
44052,734.934,1
44064,735.134,1
44076,735.335,1
44088,735.535,1
44100,735.735,1
44112,735.935,1
44124,736.135,1
44136,736.336,1
44148,736.536,1
44160,736.736,1
44172,736.936,1
44184,737.136,1
44196,737.337,1
44208,737.537,1
44220,737.737,1
44232,737.937,1
44244,738.137,1
44256,738.338,1
44268,738.538,1
44280,738.738,1
44292,738.938,1
44304,739.138,1
44316,739.339,1
44328,739.539,1
44340,739.739,1
44352,739.939,1
44364,740.139,1
44376,740.34,1
44388,740.54,1
44400,740.74,1
44412,740.94,1
44424,741.14,1
44436,741.341,1
44448,741.541,1
44460,741.741,1
44472,741.941,1
44484,742.141,1
44496,742.342,1
44508,742.542,1
44520,742.742,1
44532,742.942,1
44544,743.142,1
44556,743.343,1
44568,743.543,1
44580,743.743,1
44592,743.943,1
44604,744.143,1
44616,744.344,1
44628,744.544,1
44640,744.744,1
44652,744.944,1
44664,745.144,1
44676,745.345,1
44688,745.545,1
44700,745.745,1
44712,745.945,1
44724,746.145,1
44736,746.346,1
44748,746.546,1
44760,746.746,1
44772,746.946,1
44784,747.146,1
44796,747.347,1
44808,747.547,1
44820,747.747,1
44832,747.947,1
44844,748.147,1
44856,748.348,1
44868,748.548,1
44880,748.748,1
44892,748.948,1
44904,749.148,1
44916,749.349,1
44928,749.549,1
44940,749.749,1
44952,749.949,1
44964,750.149,1
44976,750.35,1
44988,750.55,1
45000,750.75,1
45012,750.95,1
45024,751.15,1
45036,751.351,1
45048,751.551,1
45060,751.751,1
45072,751.951,1
45084,752.151,1
45096,752.352,1
45108,752.552,1
45120,752.752,1
45132,752.952,1
45144,753.152,1
45156,753.353,1
45168,753.553,1
45180,753.753,1
45192,753.953,1
45204,754.153,1
45216,754.354,1
45228,754.554,1
45240,754.754,1
45252,754.954,1
45264,755.154,1
45276,755.355,1
45288,755.555,1
45300,755.755,1
45312,755.955,1
45324,756.155,1
45336,756.356,1
45348,756.556,1
45360,756.756,1
45372,756.956,1
45384,757.156,1
45396,757.357,1
45408,757.557,1
45420,757.757,1
45432,757.957,1
45444,758.157,1
45456,758.358,1
45468,758.558,1
45480,758.758,1
45492,758.958,1
45504,759.158,1
45516,759.359,1
45528,759.559,1
45540,759.759,1
45552,759.959,1
45564,760.159,1
45576,760.36,1
45588,760.56,1
45600,760.76,1
45612,760.96,1
45624,761.16,1
45636,761.361,1
45648,761.561,1
45660,761.761,1
45672,761.961,1
45684,762.161,1
45696,762.362,1
45708,762.562,1
45720,762.762,1
45732,762.962,1
45744,763.162,1
45756,763.363,1
45768,763.563,1
45780,763.763,1
45792,763.963,1
45804,764.163,1
45816,764.364,1
45828,764.564,1
45840,764.764,1
45852,764.964,1
45864,765.164,1
45876,765.365,1
45888,765.565,1
45900,765.765,1
45912,765.965,1
45924,766.165,1
45936,766.366,1
45948,766.566,1
45960,766.766,1
45972,766.966,1
45984,767.166,1
45996,767.367,1
46008,767.567,1
46020,767.767,1
46032,767.967,1
46044,768.167,1
46056,768.368,1
46068,768.568,1
46080,768.768,1
46092,768.968,1
46104,769.168,1
46116,769.369,1
46128,769.569,1
46140,769.769,1
46152,769.969,1
46164,770.169,1
46176,770.37,1
46188,770.57,1
46200,770.77,1
46212,770.97,1
46224,771.17,1
46236,771.371,1
46248,771.571,1
46260,771.771,1
46272,771.971,1
46284,772.171,1
46296,772.372,1
46308,772.572,1
46320,772.772,1
46332,772.972,1
46344,773.172,1
46356,773.373,1
46368,773.573,1
46380,773.773,1
46392,773.973,1
46404,774.173,1
46416,774.374,1
46428,774.574,1
46440,774.774,1
46452,774.974,1
46464,775.174,1
46476,775.375,1
46488,775.575,1
46500,775.775,1
46512,775.975,1
46524,776.175,1
46536,776.376,1
46548,776.576,1
46560,776.776,1
46572,776.976,1
46584,777.176,1
46596,777.377,1
46608,777.577,1
46620,777.777,1
46632,777.977,1
46644,778.177,1
46656,778.378,1
46668,778.578,1
46680,778.778,1
46692,778.978,1
46704,779.178,1
46716,779.379,1
46728,779.579,1
46740,779.779,1
46752,779.979,1
46764,780.179,1
46776,780.38,1
46788,780.58,1
46800,780.78,1
46812,780.98,1
46824,781.18,1
46836,781.381,1
46848,781.581,1
46860,781.781,1
46872,781.981,1
46884,782.181,1
46896,782.382,1
46908,782.582,1
46920,782.782,1
46932,782.982,1
46944,783.182,1
46956,783.383,1
46968,783.583,1
46980,783.783,1
46992,783.983,1
47004,784.183,1
47016,784.384,1
47028,784.584,1
47040,784.784,1
47052,784.984,1
47064,785.184,1
47076,785.385,1
47088,785.585,1
47100,785.785,1
47112,785.985,1
47124,786.185,1
47136,786.386,1
47148,786.586,1
47160,786.786,1
47172,786.986,1
47184,787.186,1
47196,787.387,1
47208,787.587,1
47220,787.787,1
47232,787.987,1
47244,788.187,1
47256,788.388,1
47268,788.588,1
47280,788.788,1
47292,788.988,1
47304,789.188,1
47316,789.389,1
47328,789.589,1
47340,789.789,1
47352,789.989,1
47364,790.189,1
47376,790.39,1
47388,790.59,1
47400,790.79,1
47412,790.99,1
47424,791.19,1
47436,791.391,1
47448,791.591,1
47460,791.791,1
47472,791.991,1
47484,792.191,1
47496,792.392,1
47508,792.592,1
47520,792.792,1
47532,792.992,1
47544,793.192,1
47556,793.393,1
47568,793.593,1
47580,793.793,1
47592,793.993,1
47604,794.193,1
47616,794.394,1
47628,794.594,1
47640,794.794,1
47652,794.994,1
47664,795.194,1
47676,795.395,1
47688,795.595,1
47700,795.795,1
47712,795.995,1
47724,796.195,1
47736,796.396,1
47748,796.596,1
47760,796.796,1
47772,796.996,1
47784,797.196,1
47796,797.397,1
47808,797.597,1
47820,797.797,1
47832,797.997,1
47844,798.197,1
47856,798.398,1
47868,798.598,1
47880,798.798,1
47892,798.998,1
47904,799.198,1
47916,799.399,1
47928,799.599,1
47940,799.799,1
47952,799.999,1
47964,800.199,1
47976,800.4,1
47988,800.6,1
48000,800.8,1
48012,801.0,1
48024,801.2,1
48036,801.401,1
48048,801.601,1
48060,801.801,1
48072,802.001,1
48084,802.201,1
48096,802.402,1
48108,802.602,1
48120,802.802,1
48132,803.002,1
48144,803.202,1
48156,803.403,1
48168,803.603,1
48180,803.803,1
48192,804.003,1
48204,804.203,1
48216,804.404,1
48228,804.604,1
48240,804.804,1
48252,805.004,1
48264,805.204,1
48276,805.405,1
48288,805.605,1
48300,805.805,1
48312,806.005,1
48324,806.205,1
48336,806.406,1
48348,806.606,1
48360,806.806,1
48372,807.006,1
48384,807.206,1
48396,807.407,1
48408,807.607,1
48420,807.807,1
48432,808.007,1
48444,808.207,1
48456,808.408,1
48468,808.608,1
48480,808.808,1
48492,809.008,1
48504,809.208,1
48516,809.409,1
48528,809.609,1
48540,809.809,1
48552,810.009,1
48564,810.209,1
48576,810.41,1
48588,810.61,1
48600,810.81,1
48612,811.01,1
48624,811.21,1
48636,811.411,1
48648,811.611,1
48660,811.811,1
48672,812.011,1
48684,812.211,1
48696,812.412,1
48708,812.612,1
48720,812.812,1
48732,813.012,1
48744,813.212,1
48756,813.413,1
48768,813.613,1
48780,813.813,1
48792,814.013,1
48804,814.213,1
48816,814.414,1
48828,814.614,1
48840,814.814,1
48852,815.014,1
48864,815.214,1
48876,815.415,1
48888,815.615,1
48900,815.815,1
48912,816.015,1
48924,816.215,1
48936,816.416,1
48948,816.616,1
48960,816.816,1
48972,817.016,1
48984,817.216,1
48996,817.417,1
49008,817.617,1
49020,817.817,1
49032,818.017,1
49044,818.217,1
49056,818.418,1
49068,818.618,1
49080,818.818,1
49092,819.018,1
49104,819.218,1
49116,819.419,1
49128,819.619,1
49140,819.819,1
49152,820.019,1
49164,820.219,1
49176,820.42,1
49188,820.62,1
49200,820.82,1
49212,821.02,1
49224,821.22,1
49236,821.421,1
49248,821.621,1
49260,821.821,1
49272,822.021,1
49284,822.221,1
49296,822.422,1
49308,822.622,1
49320,822.822,1
49332,823.022,1
49344,823.222,1
49356,823.423,1
49368,823.623,1
49380,823.823,1
49392,824.023,1
49404,824.223,1
49416,824.424,1
49428,824.624,1
49440,824.824,1
49452,825.024,1
49464,825.224,1
49476,825.425,1
49488,825.625,1
49500,825.825,1
49512,826.025,1
49524,826.225,1
49536,826.426,1
49548,826.626,1
49560,826.826,1
49572,827.026,1
49584,827.226,1
49596,827.427,1
49608,827.627,1
49620,827.827,1
49632,828.027,1
49644,828.227,1
49656,828.428,1
49668,828.628,1
49680,828.828,1
49692,829.028,1
49704,829.228,1
49716,829.429,1
49728,829.629,1
49740,829.829,1
49752,830.029,1
49764,830.229,1
49776,830.43,1
49788,830.63,1
49800,830.83,1
49812,831.03,1
49824,831.23,1
49836,831.431,1
49848,831.631,1
49860,831.831,1
49872,832.031,1
49884,832.231,1
49896,832.432,1
49908,832.632,1
49920,832.832,1
49932,833.032,1
49944,833.232,1
49956,833.433,1
49968,833.633,1
49980,833.833,1
49992,834.033,1
50004,834.233,1
50016,834.434,1
50028,834.634,1
50040,834.834,1
50052,835.034,1
50064,835.234,1
50076,835.435,1
50088,835.635,1
50100,835.835,1
50112,836.035,1
50124,836.235,1
50136,836.436,1
50148,836.636,1
50160,836.836,1
50172,837.036,1
50184,837.236,1
50196,837.437,1
50208,837.637,1
50220,837.837,1
50232,838.037,1
50244,838.237,1
50256,838.438,1
50268,838.638,1
50280,838.838,1
50292,839.038,1
50304,839.238,1
50316,839.439,1
50328,839.639,1
50340,839.839,1
50352,840.039,1
50364,840.239,1
50376,840.44,1
50388,840.64,1
50400,840.84,1
50412,841.04,1
50424,841.24,1
50436,841.441,1
50448,841.641,1
50460,841.841,1
50472,842.041,1
50484,842.241,1
50496,842.442,1
50508,842.642,1
50520,842.842,1
50532,843.042,1
50544,843.242,1
50556,843.443,1
50568,843.643,1
50580,843.843,1
50592,844.043,1
50604,844.243,1
50616,844.444,1
50628,844.644,1
50640,844.844,1
50652,845.044,1
50664,845.244,1
50676,845.445,1
50688,845.645,1
50700,845.845,1
50712,846.045,1
50724,846.245,1
50736,846.446,1
50748,846.646,1
50760,846.846,1
50772,847.046,1
50784,847.246,1
50796,847.447,1
50808,847.647,1
50820,847.847,1
50832,848.047,1
50844,848.247,1
50856,848.448,1
50868,848.648,1
50880,848.848,1
50892,849.048,1
50904,849.248,1
50916,849.449,1
50928,849.649,1
50940,849.849,1
50952,850.049,1
50964,850.249,1
50976,850.45,1
50988,850.65,1
51000,850.85,1
51012,851.05,1
51024,851.25,1
51036,851.451,1
51048,851.651,1
51060,851.851,1
51072,852.051,1
51084,852.251,1
51096,852.452,1
51108,852.652,1
51120,852.852,1
51132,853.052,1
51144,853.252,1
51156,853.453,1
51168,853.653,1
51180,853.853,1
51192,854.053,1
51204,854.253,1
51216,854.454,1
51228,854.654,1
51240,854.854,1
51252,855.054,1
51264,855.254,1
51276,855.455,1
51288,855.655,1
51300,855.855,1
51312,856.055,1
51324,856.255,1
51336,856.456,1
51348,856.656,1
51360,856.856,1
51372,857.056,1
51384,857.256,1
51396,857.457,1
51408,857.657,1
51420,857.857,1
51432,858.057,1
51444,858.257,1
51456,858.458,1
51468,858.658,1
51480,858.858,1
51492,859.058,1
51504,859.258,1
51516,859.459,1
51528,859.659,1
51540,859.859,1
51552,860.059,1
51564,860.259,1
51576,860.46,1
51588,860.66,1
51600,860.86,1
51612,861.06,1
51624,861.26,1
51636,861.461,1
51648,861.661,1
51660,861.861,1
51672,862.061,1
51684,862.261,1
51696,862.462,1
51708,862.662,1
51720,862.862,1
51732,863.062,1
51744,863.262,1
51756,863.463,1
51768,863.663,1
51780,863.863,1
51792,864.063,1
51804,864.263,1
51816,864.464,1
51828,864.664,1
51840,864.864,1
51852,865.064,1
51864,865.264,1
51876,865.465,1
51888,865.665,1
51900,865.865,1
51912,866.065,1
51924,866.265,1
51936,866.466,1
51948,866.666,1
51960,866.866,1
51972,867.066,1
51984,867.266,1
51996,867.467,1
52008,867.667,1
52020,867.867,1
52032,868.067,1
52044,868.267,1
52056,868.468,1
52068,868.668,1
52080,868.868,1
52092,869.068,1
52104,869.268,1
52116,869.469,1
52128,869.669,1
52140,869.869,1
52152,870.069,1
52164,870.269,1
52176,870.47,1
52188,870.67,1
52200,870.87,1
52212,871.07,1
52224,871.27,1
52236,871.471,1
52248,871.671,1
52260,871.871,1
52272,872.071,1
52284,872.271,1
52296,872.472,1
52308,872.672,1
52320,872.872,1
52332,873.072,1
52344,873.272,1
52356,873.473,1
52368,873.673,1
52380,873.873,1
52392,874.073,1
52404,874.273,1
52416,874.474,1
52428,874.674,1
52440,874.874,1
52452,875.074,1
52464,875.274,1
52476,875.475,1
52488,875.675,1
52500,875.875,1
52512,876.075,1
52524,876.275,1
52536,876.476,1
52548,876.676,1
52560,876.876,1
52572,877.076,1
52584,877.276,1
52596,877.477,1
52608,877.677,1
52620,877.877,1
52632,878.077,1
52644,878.277,1
52656,878.478,1
52668,878.678,1
52680,878.878,1
52692,879.078,1
52704,879.278,1
52716,879.479,1
52728,879.679,1
52740,879.879,1
52752,880.079,1
52764,880.279,1
52776,880.48,1
52788,880.68,1
52800,880.88,1
52812,881.08,1
52824,881.28,1
52836,881.481,1
52848,881.681,1
52860,881.881,1
52872,882.081,1
52884,882.281,1
52896,882.482,1
52908,882.682,1
52920,882.882,1
52932,883.082,1
52944,883.282,1
52956,883.483,1
52968,883.683,1
52980,883.883,1
52992,884.083,1
53004,884.283,1
53016,884.484,1
53028,884.684,1
53040,884.884,1
53052,885.084,1
53064,885.284,1
53076,885.485,1
53088,885.685,1
53100,885.885,1
53112,886.085,1
53124,886.285,1
53136,886.486,1
53148,886.686,1
53160,886.886,1
53172,887.086,1
53184,887.286,1
53196,887.487,1
53208,887.687,1
53220,887.887,1
53232,888.087,1
53244,888.287,1
53256,888.488,1
53268,888.688,1
53280,888.888,1
53292,889.088,1
53304,889.288,1
53316,889.489,1
53328,889.689,1
53340,889.889,1
53352,890.089,1
53364,890.289,1
53376,890.49,1
53388,890.69,1
53400,890.89,1
53412,891.09,1
53424,891.29,1
53436,891.491,1
53448,891.691,1
53460,891.891,1
53472,892.091,1
53484,892.291,1
53496,892.492,1
53508,892.692,1
53520,892.892,1
53532,893.092,1
53544,893.292,1
53556,893.493,1
53568,893.693,1
53580,893.893,1
53592,894.093,1
53604,894.293,1
53616,894.494,1
53628,894.694,1
53640,894.894,1
53652,895.094,1
53664,895.294,1
53676,895.495,1
53688,895.695,1
53700,895.895,1
53712,896.095,1
53724,896.295,1
53736,896.496,1
53748,896.696,1
53760,896.896,1
53772,897.096,1
53784,897.296,1
53796,897.497,1
53808,897.697,1
53820,897.897,1
53832,898.097,1
53844,898.297,1
53856,898.498,1
53868,898.698,1
53880,898.898,1
53892,899.098,1
53904,899.298,1
53916,899.499,1
53928,899.699,1
53940,899.899,1
53952,900.099,1
53964,900.299,1
53976,900.5,1
53988,900.7,1
54000,900.9,1
54012,901.1,1
54024,901.3,1
54036,901.501,1
54048,901.701,1
54060,901.901,1
54072,902.101,1
54084,902.301,1
54096,902.502,1
54108,902.702,1
54120,902.902,1
54132,903.102,1
54144,903.302,1
54156,903.503,1
54168,903.703,1
54180,903.903,1
54192,904.103,1
54204,904.303,1
54216,904.504,1
54228,904.704,1
54240,904.904,1
54252,905.104,1
54264,905.304,1
54276,905.505,1
54288,905.705,1
54300,905.905,1
54312,906.105,1
54324,906.305,1
54336,906.506,1
54348,906.706,1
54360,906.906,1
54372,907.106,1
54384,907.306,1
54396,907.507,1
54408,907.707,1
54420,907.907,1
54432,908.107,1
54444,908.307,1
54456,908.508,1
54468,908.708,1
54480,908.908,1
54492,909.108,1
54504,909.308,1
54516,909.509,1
54528,909.709,1
54540,909.909,1
54552,910.109,1
54564,910.309,1
54576,910.51,1
54588,910.71,1
54600,910.91,1
54612,911.11,1
54624,911.31,1
54636,911.511,1
54648,911.711,1
54660,911.911,1
54672,912.111,1
54684,912.311,1
54696,912.512,1
54708,912.712,1
54720,912.912,1
54732,913.112,1
54744,913.312,1
54756,913.513,1
54768,913.713,1
54780,913.913,1
54792,914.113,1
54804,914.313,1
54816,914.514,1
54828,914.714,1
54840,914.914,1
54852,915.114,1
54864,915.314,1
54876,915.515,1
54888,915.715,1
54900,915.915,1
54912,916.115,1
54924,916.315,1
54936,916.516,1
54948,916.716,1
54960,916.916,1
54972,917.116,1
54984,917.316,1
54996,917.517,1
55008,917.717,1
55020,917.917,1
55032,918.117,1
55044,918.317,1
55056,918.518,1
55068,918.718,1
55080,918.918,1
55092,919.118,1
55104,919.318,1
55116,919.519,1
55128,919.719,1
55140,919.919,1
55152,920.119,1
55164,920.319,1
55176,920.52,1
55188,920.72,1
55200,920.92,1
55212,921.12,1
55224,921.32,1
55236,921.521,1
55248,921.721,1
55260,921.921,1
55272,922.121,1
55284,922.321,1
55296,922.522,1
55308,922.722,1
55320,922.922,1
55332,923.122,1
55344,923.322,1
55356,923.523,1
55368,923.723,1
55380,923.923,1
55392,924.123,1
55404,924.323,1
55416,924.524,1
55428,924.724,1
55440,924.924,1
55452,925.124,1
55464,925.324,1
55476,925.525,1
55488,925.725,1
55500,925.925,1
55512,926.125,1
55524,926.325,1
55536,926.526,1
55548,926.726,1
55560,926.926,1
55572,927.126,1
55584,927.326,1
55596,927.527,1
55608,927.727,1
55620,927.927,1
55632,928.127,1
55644,928.327,1
55656,928.528,1
55668,928.728,1
55680,928.928,1
55692,929.128,1
55704,929.328,1
55716,929.529,1
55728,929.729,1
55740,929.929,1
55752,930.129,1
55764,930.329,1
55776,930.53,1
55788,930.73,1
55800,930.93,1
55812,931.13,1
55824,931.33,1
55836,931.531,1
55848,931.731,1
55860,931.931,1
55872,932.131,1
55884,932.331,1
55896,932.532,1
55908,932.732,1
55920,932.932,1
55932,933.132,1
55944,933.332,1
55956,933.533,1
55968,933.733,1
55980,933.933,1
55992,934.133,1
56004,934.333,1
56016,934.534,1
56028,934.734,1
56040,934.934,1
56052,935.134,1
56064,935.334,1
56076,935.535,1
56088,935.735,1
56100,935.935,1
56112,936.135,1
56124,936.335,1
56136,936.536,1
56148,936.736,1
56160,936.936,1
56172,937.136,1
56184,937.336,1
56196,937.537,1
56208,937.737,1
56220,937.937,1
56232,938.137,1
56244,938.337,1
56256,938.538,1
56268,938.738,1
56280,938.938,1
56292,939.138,1
56304,939.338,1
56316,939.539,1
56328,939.739,1
56340,939.939,1
56352,940.139,1
56364,940.339,1
56376,940.54,1
56388,940.74,1
56400,940.94,1
56412,941.14,1
56424,941.34,1
56436,941.541,1
56448,941.741,1
56460,941.941,1
56472,942.141,1
56484,942.341,1
56496,942.542,1
56508,942.742,1
56520,942.942,1
56532,943.142,1
56544,943.342,1
56556,943.543,1
56568,943.743,1
56580,943.943,1
56592,944.143,1
56604,944.343,1
56616,944.544,1
56628,944.744,1
56640,944.944,1
56652,945.144,1
56664,945.344,1
56676,945.545,1
56688,945.745,1
56700,945.945,1
56712,946.145,1
56724,946.345,1
56736,946.546,1
56748,946.746,1
56760,946.946,1
56772,947.146,1
56784,947.346,1
56796,947.547,1
56808,947.747,1
56820,947.947,1
56832,948.147,1
56844,948.347,1
56856,948.548,1
56868,948.748,1
56880,948.948,1
56892,949.148,1
56904,949.348,1
56916,949.549,1
56928,949.749,1
56940,949.949,1
56952,950.149,1
56964,950.349,1
56976,950.55,1
56988,950.75,1
57000,950.95,1
57012,951.15,1
57024,951.35,1
57036,951.551,1
57048,951.751,1
57060,951.951,1
57072,952.151,1
57084,952.351,1
57096,952.552,1
57108,952.752,1
57120,952.952,1
57132,953.152,1
57144,953.352,1
57156,953.553,1
57168,953.753,1
57180,953.953,1
57192,954.153,1
57204,954.353,1
57216,954.554,1
57228,954.754,1
57240,954.954,1
57252,955.154,1
57264,955.354,1
57276,955.555,1
57288,955.755,1
57300,955.955,1
57312,956.155,1
57324,956.355,1
57336,956.556,1
57348,956.756,1
57360,956.956,1
57372,957.156,1
57384,957.356,1
57396,957.557,1
57408,957.757,1
57420,957.957,1
57432,958.157,1
57444,958.357,1
57456,958.558,1
57468,958.758,1
57480,958.958,1
57492,959.158,1
57504,959.358,1
57516,959.559,1
57528,959.759,1
57540,959.959,1
57552,960.159,1
57564,960.359,1
57576,960.56,1
57588,960.76,1
57600,960.96,1
57612,961.16,1
57624,961.36,1
57636,961.561,1
57648,961.761,1
57660,961.961,1
57672,962.161,1
57684,962.361,1
57696,962.562,1
57708,962.762,1
57720,962.962,1
57732,963.162,1
57744,963.362,1
57756,963.563,1
57768,963.763,1
57780,963.963,1
57792,964.163,1
57804,964.363,1
57816,964.564,1
57828,964.764,1
57840,964.964,1
57852,965.164,1
57864,965.364,1
57876,965.565,1
57888,965.765,1
57900,965.965,1
57912,966.165,1
57924,966.365,1
57936,966.566,1
57948,966.766,1
57960,966.966,1
57972,967.166,1
57984,967.366,1
57996,967.567,1
58008,967.767,1
58020,967.967,1
58032,968.167,1
58044,968.367,1
58056,968.568,1
58068,968.768,1
58080,968.968,1
58092,969.168,1
58104,969.368,1
58116,969.569,1
58128,969.769,1
58140,969.969,1
58152,970.169,1
58164,970.369,1
58176,970.57,1
58188,970.77,1
58200,970.97,1
58212,971.17,1
58224,971.37,1
58236,971.571,1
58248,971.771,1
58260,971.971,1
58272,972.171,1
58284,972.371,1
58296,972.572,1
58308,972.772,1
58320,972.972,1
58332,973.172,1
58344,973.372,1
58356,973.573,1
58368,973.773,1
58380,973.973,1
58392,974.173,1
58404,974.373,1
58416,974.574,1
58428,974.774,1
58440,974.974,1
58452,975.174,1
58464,975.374,1
58476,975.575,1
58488,975.775,1
58500,975.975,1
58512,976.175,1
58524,976.375,1
58536,976.576,1
58548,976.776,1
58560,976.976,1
58572,977.176,1
58584,977.376,1
58596,977.577,1
58608,977.777,1
58620,977.977,1
58632,978.177,1
58644,978.377,1
58656,978.578,1
58668,978.778,1
58680,978.978,1
58692,979.178,1
58704,979.378,1
58716,979.579,1
58728,979.779,1
58740,979.979,1
58752,980.179,1
58764,980.379,1
58776,980.58,1
58788,980.78,1
58800,980.98,1
58812,981.18,1
58824,981.38,1
58836,981.581,1
58848,981.781,1
58860,981.981,1
58872,982.181,1
58884,982.381,1
58896,982.582,1
58908,982.782,1
58920,982.982,1
58932,983.182,1
58944,983.382,1
58956,983.583,1
58968,983.783,1
58980,983.983,1
58992,984.183,1
59004,984.383,1
59016,984.584,1
59028,984.784,1
59040,984.984,1
59052,985.184,1
59064,985.384,1
59076,985.585,1
59088,985.785,1
59100,985.985,1
59112,986.185,1
59124,986.385,1
59136,986.586,1
59148,986.786,1
59160,986.986,1
59172,987.186,1
59184,987.386,1
59196,987.587,1
59208,987.787,1
59220,987.987,1
59232,988.187,1
59244,988.387,1
59256,988.588,1
59268,988.788,1
59280,988.988,1
59292,989.188,1
59304,989.388,1
59316,989.589,1
59328,989.789,1
59340,989.989,1
59352,990.189,1
59364,990.389,1
59376,990.59,1
59388,990.79,1
59400,990.99,1
59412,991.19,1
59424,991.39,1
59436,991.591,1
59448,991.791,1
59460,991.991,1
59472,992.191,1
59484,992.391,1
59496,992.592,1
59508,992.792,1
59520,992.992,1
59532,993.192,1
59544,993.392,1
59556,993.593,1
59568,993.793,1
59580,993.993,1
59592,994.193,1
59604,994.393,1
59616,994.594,1
59628,994.794,1
59640,994.994,1
59652,995.194,1
59664,995.394,1
59676,995.595,1
59688,995.795,1
59700,995.995,1
59712,996.195,1
59724,996.395,1
59736,996.596,1
59748,996.796,1
59760,996.996,1
59772,997.196,1
59784,997.396,1
59796,997.597,1
59808,997.797,1
59820,997.997,1
59832,998.197,1
59844,998.397,1
59856,998.598,1
59868,998.798,1
59880,998.998,1
59892,999.198,1
59904,999.398,1
59916,999.599,1
59928,999.799,1
59940,999.999,1
59952,1000.199,1
59964,1000.399,1
59976,1000.6,1
59988,1000.8,1
60000,1001.0,1
60012,1001.2,1
60024,1001.4,1
60036,1001.601,1
60048,1001.801,1
60060,1002.001,1
60072,1002.201,1
60084,1002.401,1
60096,1002.602,1
60108,1002.802,1
60120,1003.002,1
60132,1003.202,1
60144,1003.402,1
60156,1003.603,1
60168,1003.803,1
60180,1004.003,1
60192,1004.203,1
60204,1004.403,1
60216,1004.604,1
60228,1004.804,1
60240,1005.004,1
60252,1005.204,1
60264,1005.404,1
60276,1005.605,1
60288,1005.805,1
60300,1006.005,1
60312,1006.205,1
60324,1006.405,1
60336,1006.606,1
60348,1006.806,1
60360,1007.006,1
60372,1007.206,1
60384,1007.406,1
60396,1007.607,1
60408,1007.807,1
60420,1008.007,1
60432,1008.207,1
60444,1008.407,1
60456,1008.608,1
60468,1008.808,1
60480,1009.008,1
60492,1009.208,1
60504,1009.408,1
60516,1009.609,1
60528,1009.809,1
60540,1010.009,1
60552,1010.209,1
60564,1010.409,1
60576,1010.61,1
60588,1010.81,1
60600,1011.01,1
60612,1011.21,1
60624,1011.41,1
60636,1011.611,1
60648,1011.811,1
60660,1012.011,1
60672,1012.211,1
60684,1012.411,1
60696,1012.612,1
60708,1012.812,1
60720,1013.012,1
60732,1013.212,1
60744,1013.412,1
60756,1013.613,1
60768,1013.813,1
60780,1014.013,1
60792,1014.213,1
60804,1014.413,1
60816,1014.614,1
60828,1014.814,1
60840,1015.014,1
60852,1015.214,1
60864,1015.414,1
60876,1015.615,1
60888,1015.815,1
60900,1016.015,1
60912,1016.215,1
60924,1016.415,1
60936,1016.616,1
60948,1016.816,1
60960,1017.016,1
60972,1017.216,1
60984,1017.416,1
60996,1017.617,1
61008,1017.817,1
61020,1018.017,1
61032,1018.217,1
61044,1018.417,1
61056,1018.618,1
61068,1018.818,1
61080,1019.018,1
61092,1019.218,1
61104,1019.418,1
61116,1019.619,1
61128,1019.819,1
61140,1020.019,1
61152,1020.219,1
61164,1020.419,1
61176,1020.62,1
61188,1020.82,1
61200,1021.02,1
61212,1021.22,1
61224,1021.42,1
61236,1021.621,1
61248,1021.821,1
61260,1022.021,1
61272,1022.221,1
61284,1022.421,1
61296,1022.622,1
61308,1022.822,1
61320,1023.022,1
61332,1023.222,1
61344,1023.422,1
61356,1023.623,1
61368,1023.823,1
61380,1024.023,1
61392,1024.223,1
61404,1024.423,1
61416,1024.624,1
61428,1024.824,1
61440,1025.024,1
61452,1025.224,1
61464,1025.424,1
61476,1025.625,1
61488,1025.825,1
61500,1026.025,1
61512,1026.225,1
61524,1026.425,1
61536,1026.626,1
61548,1026.826,1
61560,1027.026,1
61572,1027.226,1
61584,1027.426,1
61596,1027.627,1
61608,1027.827,1
61620,1028.027,1
61632,1028.227,1
61644,1028.427,1
61656,1028.628,1
61668,1028.828,1
61680,1029.028,1
61692,1029.228,1
61704,1029.428,1
61716,1029.629,1
61728,1029.829,1
61740,1030.029,1
61752,1030.229,1
61764,1030.429,1
61776,1030.63,1
61788,1030.83,1
61800,1031.03,1
61812,1031.23,1
61824,1031.43,1
61836,1031.631,1
61848,1031.831,1
61860,1032.031,1
61872,1032.231,1
61884,1032.431,1
61896,1032.632,1
61908,1032.832,1
61920,1033.032,1
61932,1033.232,1
61944,1033.432,1
61956,1033.633,1
61968,1033.833,1
61980,1034.033,1
61992,1034.233,1
62004,1034.433,1
62016,1034.634,1
62028,1034.834,1
62040,1035.034,1
62052,1035.234,1
62064,1035.434,1
62076,1035.635,1
62088,1035.835,1
62100,1036.035,1
62112,1036.235,1
62124,1036.435,1
62136,1036.636,1
62148,1036.836,1
62160,1037.036,1
